run_id,obs_value,variable,obs_type,units_x,date,year,doy,dae,sub_plot,valid,class,subclass,data_type,description,label_var,units_y,vector,sim_code,unit_fac,SAMUCA_sim_code,DSSAT_sim_code
MZ0004,3.757037037,grain_dw,avg,ton_ha,10/20/2016,2016,294,119,,1,plan,biomass,real,Grain Dry Weight,Grain Dry Mass,ton/ha,F,cropharvc,10.0,,GWAD
MZ0004,0.051217172000000005,lai,avg,m2/m2,07/12/2016,2016,194,19,1.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.04329798,lai,avg,m2/m2,07/12/2016,2016,194,19,2.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.051570707,lai,avg,m2/m2,07/12/2016,2016,194,19,3.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.054318182,lai,avg,m2/m2,07/12/2016,2016,194,19,4.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.095227273,lai,avg,m2/m2,07/18/2016,2016,200,25,1.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.084611111,lai,avg,m2/m2,07/18/2016,2016,200,25,2.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.088825253,lai,avg,m2/m2,07/18/2016,2016,200,25,3.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.096659596,lai,avg,m2/m2,07/18/2016,2016,200,25,4.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.092884848,lai,avg,m2/m2,07/26/2016,2016,208,33,1.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.09767676800000001,lai,avg,m2/m2,07/26/2016,2016,208,33,2.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.11877474699999999,lai,avg,m2/m2,07/26/2016,2016,208,33,3.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.141254545,lai,avg,m2/m2,07/26/2016,2016,208,33,4.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.270232323,lai,avg,m2/m2,08/03/2016,2016,216,41,1.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.188279798,lai,avg,m2/m2,08/03/2016,2016,216,41,2.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.18466464600000002,lai,avg,m2/m2,08/03/2016,2016,216,41,3.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.26139798,lai,avg,m2/m2,08/03/2016,2016,216,41,4.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.277161616,lai,avg,m2/m2,08/09/2016,2016,222,47,1.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.180964646,lai,avg,m2/m2,08/09/2016,2016,222,47,2.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.24636363600000002,lai,avg,m2/m2,08/09/2016,2016,222,47,3.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.293489899,lai,avg,m2/m2,08/09/2016,2016,222,47,4.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.318287879,lai,avg,m2/m2,08/18/2016,2016,231,56,1.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.003939394000000001,lai,avg,m2/m2,08/18/2016,2016,231,56,2.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.32240404,lai,avg,m2/m2,08/18/2016,2016,231,56,3.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.36883434299999995,lai,avg,m2/m2,08/18/2016,2016,231,56,4.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.38402020200000003,lai,avg,m2/m2,08/24/2016,2016,237,62,1.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.272818182,lai,avg,m2/m2,08/24/2016,2016,237,62,2.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.324130303,lai,avg,m2/m2,08/24/2016,2016,237,62,3.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.464306061,lai,avg,m2/m2,08/24/2016,2016,237,62,4.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.569954545,lai,avg,m2/m2,08/31/2016,2016,244,69,1.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.509472727,lai,avg,m2/m2,08/31/2016,2016,244,69,2.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.5799303029999999,lai,avg,m2/m2,08/31/2016,2016,244,69,3.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.7800323229999999,lai,avg,m2/m2,08/31/2016,2016,244,69,4.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,1.565343434,lai,avg,m2/m2,09/14/2016,2016,258,83,1.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,1.142661616,lai,avg,m2/m2,09/14/2016,2016,258,83,2.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,1.1896111109999998,lai,avg,m2/m2,09/14/2016,2016,258,83,3.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,1.5969282830000002,lai,avg,m2/m2,09/14/2016,2016,258,83,4.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,1.936643434,lai,avg,m2/m2,09/21/2016,2016,265,90,1.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,1.4418181819999998,lai,avg,m2/m2,09/21/2016,2016,265,90,2.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,1.565559596,lai,avg,m2/m2,09/21/2016,2016,265,90,3.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,1.988621212,lai,avg,m2/m2,09/21/2016,2016,265,90,4.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,1.903390909,lai,avg,m2/m2,10/05/2016,2016,279,104,1.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,1.62019697,lai,avg,m2/m2,10/05/2016,2016,279,104,2.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,1.474606061,lai,avg,m2/m2,10/05/2016,2016,279,104,3.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,1.873353535,lai,avg,m2/m2,10/05/2016,2016,279,104,4.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,1.707444444,lai,avg,m2/m2,10/11/2016,2016,285,110,1.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,1.610451515,lai,avg,m2/m2,10/11/2016,2016,285,110,2.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,1.320222222,lai,avg,m2/m2,10/11/2016,2016,285,110,3.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,1.99990404,lai,avg,m2/m2,10/11/2016,2016,285,110,4.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.020880000000000003,leaf_dw,avg,ton_ha,07/11/2016,2016,193,18,1.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0004,0.026160000000000003,leaf_dw,avg,ton_ha,07/11/2016,2016,193,18,2.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0004,0.03096,leaf_dw,avg,ton_ha,07/11/2016,2016,193,18,3.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0004,0.02028,leaf_dw,avg,ton_ha,07/11/2016,2016,193,18,4.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0004,0.09432,leaf_dw,avg,ton_ha,07/25/2016,2016,207,32,1.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0004,0.09336,leaf_dw,avg,ton_ha,07/25/2016,2016,207,32,2.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0004,0.05844,leaf_dw,avg,ton_ha,07/25/2016,2016,207,32,3.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0004,0.11064,leaf_dw,avg,ton_ha,07/25/2016,2016,207,32,4.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0004,0.5028,leaf_dw,avg,ton_ha,08/19/2016,2016,232,57,1.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0004,0.25584,leaf_dw,avg,ton_ha,08/19/2016,2016,232,57,2.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0004,0.38124,leaf_dw,avg,ton_ha,08/19/2016,2016,232,57,3.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0004,0.2976,leaf_dw,avg,ton_ha,08/19/2016,2016,232,57,4.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0004,1.72344,leaf_dw,avg,ton_ha,09/13/2016,2016,257,82,1.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0004,1.16664,leaf_dw,avg,ton_ha,09/13/2016,2016,257,82,2.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0004,1.62816,leaf_dw,avg,ton_ha,09/13/2016,2016,257,82,3.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0004,1.20156,leaf_dw,avg,ton_ha,09/13/2016,2016,257,82,4.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0004,1.09236,leaf_dw,avg,ton_ha,10/06/2016,2016,280,105,1.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0004,1.6704,leaf_dw,avg,ton_ha,10/06/2016,2016,280,105,2.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0004,1.34136,leaf_dw,avg,ton_ha,10/06/2016,2016,280,105,3.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0004,1.39992,leaf_dw,avg,ton_ha,10/06/2016,2016,280,105,4.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0004,0.062,plant_h,avg,m,07/12/2016,2016,194,19,1.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.061,plant_h,avg,m,07/12/2016,2016,194,19,2.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.069,plant_h,avg,m,07/12/2016,2016,194,19,3.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.069,plant_h,avg,m,07/12/2016,2016,194,19,4.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.079,plant_h,avg,m,07/18/2016,2016,200,25,1.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.08,plant_h,avg,m,07/18/2016,2016,200,25,2.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.084,plant_h,avg,m,07/18/2016,2016,200,25,3.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.083,plant_h,avg,m,07/18/2016,2016,200,25,4.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.094,plant_h,avg,m,07/26/2016,2016,208,33,1.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.0908,plant_h,avg,m,07/26/2016,2016,208,33,2.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.113,plant_h,avg,m,07/26/2016,2016,208,33,3.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.08800000000000001,plant_h,avg,m,07/26/2016,2016,208,33,4.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.292,plant_h,avg,m,08/03/2016,2016,216,41,1.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.2746,plant_h,avg,m,08/03/2016,2016,216,41,2.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.24100000000000002,plant_h,avg,m,08/03/2016,2016,216,41,3.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.27,plant_h,avg,m,08/03/2016,2016,216,41,4.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.332,plant_h,avg,m,08/09/2016,2016,222,47,1.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.294,plant_h,avg,m,08/09/2016,2016,222,47,2.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.344,plant_h,avg,m,08/09/2016,2016,222,47,3.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.344,plant_h,avg,m,08/09/2016,2016,222,47,4.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.374,plant_h,avg,m,08/18/2016,2016,231,56,1.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.304,plant_h,avg,m,08/18/2016,2016,231,56,2.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.4,plant_h,avg,m,08/18/2016,2016,231,56,3.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.395,plant_h,avg,m,08/18/2016,2016,231,56,4.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.396,plant_h,avg,m,08/24/2016,2016,237,62,1.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.318,plant_h,avg,m,08/24/2016,2016,237,62,2.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.41700000000000004,plant_h,avg,m,08/24/2016,2016,237,62,3.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.46299999999999997,plant_h,avg,m,08/24/2016,2016,237,62,4.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.478,plant_h,avg,m,08/31/2016,2016,244,69,1.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.456,plant_h,avg,m,08/31/2016,2016,244,69,2.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.54,plant_h,avg,m,08/31/2016,2016,244,69,3.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.632,plant_h,avg,m,08/31/2016,2016,244,69,4.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.98,plant_h,avg,m,09/14/2016,2016,258,83,1.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.938,plant_h,avg,m,09/14/2016,2016,258,83,2.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.79,plant_h,avg,m,09/14/2016,2016,258,83,3.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,1.036,plant_h,avg,m,09/14/2016,2016,258,83,4.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,1.27,plant_h,avg,m,09/21/2016,2016,265,90,1.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,1.11,plant_h,avg,m,09/21/2016,2016,265,90,2.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,1.2,plant_h,avg,m,09/21/2016,2016,265,90,3.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,1.28,plant_h,avg,m,09/21/2016,2016,265,90,4.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,1.34,plant_h,avg,m,10/05/2016,2016,279,104,1.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,1.2,plant_h,avg,m,10/05/2016,2016,279,104,2.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,1.31,plant_h,avg,m,10/05/2016,2016,279,104,3.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,1.4,plant_h,avg,m,10/05/2016,2016,279,104,4.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,1.42,plant_h,avg,m,10/11/2016,2016,285,110,1.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,1.28,plant_h,avg,m,10/11/2016,2016,285,110,2.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,1.33,plant_h,avg,m,10/11/2016,2016,285,110,3.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,1.54,plant_h,avg,m,10/11/2016,2016,285,110,4.0,1,plan,morphology,real,Plant Height,Plant Height,m,F,cropcanht,1.0,,
MZ0004,0.01008,root_dw,avg,ton_ha,07/11/2016,2016,193,18,,1,plan,biomass,real,Root Dry Weight,Root Dry Mass,ton/ha,F,croprootc,10.0,,RWAD
MZ0004,0.043455,root_dw,avg,ton_ha,07/25/2016,2016,207,32,,1,plan,biomass,real,Root Dry Weight,Root Dry Mass,ton/ha,F,croprootc,10.0,,RWAD
MZ0004,0.09462000000000001,root_dw,avg,ton_ha,08/19/2016,2016,232,57,,1,plan,biomass,real,Root Dry Weight,Root Dry Mass,ton/ha,F,croprootc,10.0,,RWAD
MZ0004,0.00852,stalk_dw,avg,ton_ha,07/11/2016,2016,193,18,1.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,0.008759999999999999,stalk_dw,avg,ton_ha,07/11/2016,2016,193,18,2.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,0.0108,stalk_dw,avg,ton_ha,07/11/2016,2016,193,18,3.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,0.00804,stalk_dw,avg,ton_ha,07/11/2016,2016,193,18,4.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,0.050519999999999995,stalk_dw,avg,ton_ha,07/25/2016,2016,207,32,1.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,0.05172,stalk_dw,avg,ton_ha,07/25/2016,2016,207,32,2.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,0.03,stalk_dw,avg,ton_ha,07/25/2016,2016,207,32,3.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,0.06732,stalk_dw,avg,ton_ha,07/25/2016,2016,207,32,4.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,0.3396,stalk_dw,avg,ton_ha,08/19/2016,2016,232,57,1.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,0.15636,stalk_dw,avg,ton_ha,08/19/2016,2016,232,57,2.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,0.22835999999999998,stalk_dw,avg,ton_ha,08/19/2016,2016,232,57,3.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,0.1272,stalk_dw,avg,ton_ha,08/19/2016,2016,232,57,4.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,1.7982,stalk_dw,avg,ton_ha,09/13/2016,2016,257,82,1.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,1.1269200000000001,stalk_dw,avg,ton_ha,09/13/2016,2016,257,82,2.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,2.02272,stalk_dw,avg,ton_ha,09/13/2016,2016,257,82,3.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,1.2048,stalk_dw,avg,ton_ha,09/13/2016,2016,257,82,4.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,1.9485599999999998,stalk_dw,avg,ton_ha,10/06/2016,2016,280,105,1.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,2.1812400000000003,stalk_dw,avg,ton_ha,10/06/2016,2016,280,105,2.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,2.27544,stalk_dw,avg,ton_ha,10/06/2016,2016,280,105,3.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,2.41308,stalk_dw,avg,ton_ha,10/06/2016,2016,280,105,4.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
